"","Year","MeanDischarge","Q10","Q50","Q90","Q95","MAM7","MeanBaseflow"
"1",1959,1679.24657534247,988,1630,2746,2820,895.142857142857,NA
"2",1960,1362.81420765027,820,1380,1845,2252.5,825.714285714286,999.276346604215
"3",1961,1549.9095890411,932.8,1490,2330,2708,848.142857142857,1146.76401019672
"4",1962,1620.30410958904,706,1400,2840,3136,688.285714285714,1200.52130140948
"5",1963,1843.92602739726,657.4,1720,2770,3260,621.428571428571,1442.30599793058
"6",1964,1583.70491803279,618,1340,2725,2740,523.428571428571,1080.05679156909
"7",1965,3123.39726027397,632,2260,7648,8016,522.571428571429,2844.11803652968
"8",1966,1333.18356164384,575.4,1280,2326,2660,511.714285714286,1037.08955701832
"9",1967,1794.48219178082,559.8,1670,2776,3144,492.285714285714,1314.02507827789
"10",1968,1128.19672131148,407,1080,1790,2225,462.142857142857,592.95114493885
"11",1969,1946.06575342466,590.2,1810,3128,4596,471.142857142857,1372.48988315538
"12",1970,2043.24657534247,435.4,1470,4130,4780,435.285714285714,1333.61422734919
"13",1971,2702.18904109589,620,2690,4820.00000000001,6150,490,1905.6803655609
"14",1972,2604.06557377049,572,2345,4480,8212.5,501.428571428571,2098.2539956909
"15",1973,1518.16438356164,549.6,1090,3038,3480,448.428571428571,1291.31271719148
"16",1974,2599.21095890411,647.4,2640,5434,6240,558.285714285714,2063.0204718417
"17",1975,2314.9397260274,695,2670,3710,4512,495.571428571429,1967.51415525114
"18",1976,1588.46721311475,545,1480,2810,2810,441.857142857143,1454.48941763825
"19",1977,1111.36164383562,605,865,1510,2714,481.714285714286,856.178348873796
"20",1978,1850.91780821918,635,1510,3358,4012,425.857142857143,1509.01521971179
"21",1979,1208.55342465753,708.4,1130,2058,2628,419.571428571429,1020.51908150546
"22",1980,1474.1912568306,658.5,1190,2780,3765,401.142857142857,1172.77451733247
"23",1981,1152.79726027397,673,947,1446,2518,395.142857142857,946.972611322828
"24",1982,2794.70410958904,733.2,2670,5660.00000000001,7974,532.571428571429,2294.02488194334
"25",1983,3258.87945205479,919.2,2770,6086,6800,607,2784.61483440367
"26",1984,2945.77868852459,885.5,2870,4640,5437.5,474.571428571429,2595.00678666355
"27",1985,1755.07123287671,773.8,1510,2970,3358,452.285714285714,1487.39446847713
"28",1986,2268.98082191781,632,1550,4234,8330,463,1833.11698406536
"29",1987,1333.08767123288,674,1230,2286,2660,477.142857142857,1100.10107624223
"30",1988,1145.18032786885,660,1055,1645,2182.5,431.142857142857,893.550222552266
"31",1989,1849.09589041096,678.4,1240,3968.00000000001,5968,527.428571428571,1392.31551127716
"32",1990,1212.52602739726,602.4,1170,1930,2174,467.428571428571,956.797860799779
"33",1991,698.408219178082,473.4,615,875.6,1072,410.571428571428,553.217701780716
"34",1992,577.680327868852,317,532,885.5,899.75,338.142857142857,465.598845494482
"35",1993,1850.53424657534,703.4,1260,5148.00000000001,6352,455,1341.20155004437
"36",1994,691.345205479452,479,717,890,962.8,400.285714285714,547.986430829445
"37",1995,1550.71232876712,631.2,1140,3596,4692,519.857142857143,1006.48042193649
"38",1996,2578.41803278689,956,1570,5570,6870,591,1975.70132934237
"39",1997,2351.15890410959,848.6,1490,5964,7372,647,1978.17076320939
"40",1998,2787.57534246575,1004,2170,5598,6318,654.428571428571,2189.89654854398
"41",1999,2591.92054794521,1070,1760,5310,6224,820,2150.42876487392
"42",2000,1781.56830601093,875.5,1345,3125,3540,829,1506.42188234703
"43",2001,1227.27671232877,900.8,1140,1760,1838,843.428571428571,982.193801369863
"44",2002,1151.43835616438,631.6,931,1876,2662,520.571428571429,833.296041070801
"45",2003,1266.28767123288,704.4,1050,2456,2690,520.571428571429,947.51355548561
"46",2004,984.087431693989,559,878,1570,1755,452,768.888896281314
"47",2005,1188.99726027397,609.8,999,1848,3288,518,860.135820854656
"48",2006,2577.49863013699,915.6,2450,4842,6128,774.857142857143,2024.48347996814
"49",2007,1387.17808219178,966.2,1220,2272,2930,843.428571428571,1160.43354859752
"50",2008,1369.48360655738,942.5,1240,2155,2420,828.428571428571,1133.77581967213
"51",2009,1159.40547945205,921,1180,1410,1468,746.428571428571,1015.29821917808
"52",2010,1051.49863013699,784.8,1040,1300,1380,645.714285714286,892.362191780822
"53",2011,1653.82739726027,876.4,1230,3050,3318,655.857142857143,1359.30803148146
"54",2012,1267.59016393443,747,1050,2645,3000,452.857142857143,974.657271501773
"55",2013,963.202739726027,734.2,878,1336,1570,584.285714285714,813.075557407425
"56",2014,961.117808219178,725.4,927,1240,1378,583.142857142857,788.365791970587
"57",2015,913.980821917808,642.8,875,1230,1328,518.428571428571,714.679363102651
"58",2016,1200.78415300546,729,1020,1830,2337.5,547.571428571429,883.661169941961
"59",2017,1872.2301369863,760.8,1130,4296,5688,571.428571428571,1215.25093874162
"60",2018,1115.50136986301,693,905,1606,2416,554.142857142857,721.459967228158
"61",2019,1310.96438356164,725,987,2112,2956,666.428571428571,897.812986556822
"62",2020,1046.95355191257,777,960,1260,1497.5,691.571428571428,826.447905282331
"63",2021,914.007326007326,671.4,888,1230,1250,607,NA
